id,Source,Target,label
2993,Allen Jones,Richard Caswell,Richard Caswell
2994,Samuel Holten,Diary,Diary
2995,Nathaniel Peabody,Josiah Bartlett,Josiah Bartlett
2996,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
2997,Samuel Huntington,Nathanael Greene,Nathanael Greene
2998,Samuel Huntington,Richard Caswell,Richard Caswell
2999,Cyrus Griffin,Ephraim Blaine,Ephraim Blaine
3000,Samuel Huntington,Jonathan Trumbull jr.,Jonathan Trumbull jr.
3001, Board of War,George Washington,George Washington
3002,John Maws,Thomas Bee,Thomas Bee
3003,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3004,Elbridge Gerry,William Hunt,William Hunt
3005,Roger Sherman,Andrew Adams,Andrew Adams
3006,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3007,A Committee of Congress,George Washington,George Washington
3008,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3009,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3010,Elbridge Gerry,George Washington,George Washington
3011,John Armstrong,George Washington,George Washington
3012,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3013,Samuel Holten,Diary,Diary
3014,Samuel Huntington, Several States, Several States
3015,Samuel Huntington,John Lawrence,John Lawrence
3016, North Carolina Delegates,Richard Caswell,Richard Caswell
3017,James Lovell,Samuel Adams,Samuel Adams
3018,James Lovell,Samuel Adams,Samuel Adams
3019,James Lovell,Horatio Gates,Horatio Gates
3020,John Armstrong,Joseph Reed,Joseph Reed
3021,Elbridge Gerry,James Warren,James Warren
3022,Oliver Ellsworth,Samuel Lyman,Samuel Lyman
3023, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3024,Samuel Huntington,George Washington,George Washington
3025,Robert R. Livingston,Philip Schuyler,Philip Schuyler
3026,William Floyd,George Qinton,George Qinton
3027,James Lovell,Samuel Adams,Samuel Adams
3028,Philip Schuyler,Pierre Van Cortlandt,Pierre Van Cortlandt
3029,Philip Schuyler,Evert Bancker,Evert Bancker
3030,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3031,Charles Thomson, Several States, Several States
3032,James Lovell,Samuel Adams,Samuel Adams
3033,Samuel Huntington,George Wy,George Wy
3034,Samuel Holten,Diary,Diary
3035,James Lovell,Horatio Gates,Horatio Gates
3036,Samuel Huntington,George Washington,George Washington
3037,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3038,Nathaniel Peabody,Woodbury Langdon,Woodbury Langdon
3039,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3040,Nathaniel Peabody,Josiah Bartlett,Josiah Bartlett
3041,James Lovell,Samuel Adams,Samuel Adams
3042, North Carolina Delegates,Richard Caswell,Richard Caswell
3043, New York Delegates,George Qinton,George Qinton
3044,Samuel Huntington,George Washington,George Washington
3045,Samuel Huntington, Several States, Several States
3046,James Lovell,Henry Laurens,Henry Laurens
3047,Samuel Huntington,George Walton,George Walton
3048,Samuel Huntington,Qement Nash,Qement Nash
3049, Rhode Island Delegates,William Greene,William Greene
3050, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3051,Elbridge Gerry,Samuel Adams,Samuel Adams
3052,John Armstrong,Horatio Gates,Horatio Gates
3053,James Lovell,Samuel Adams,Samuel Adams
3054,Abraham Qark,Caleb Camp,Caleb Camp
3055,Elbridge Gerry,Samuel Huntington,Samuel Huntington
3056,Samuel Huntington,George Washington,George Washington
3057, Board of War,George Washington,George Washington
3058,Ezra L'Hommedieu,George Clinton,George Clinton
3059,Elbridge Gerry,Samuel Huntington,Samuel Huntington
3060,Nathaniel Peabody,Meshech Weare,Meshech Weare
3061,John Collins,Nathanael Greene,Nathanael Greene
3062,James Lovell,George Washington,George Washington
3063, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3064,Samuel Holten,Diary,Diary
3065,James Lovell,Benjamin Franklin,Benjamin Franklin
3066,James Lovell,Samuel Adams,Samuel Adams
3067,Samuel Huntington, Several States, Several States
3068,John Collins,Nathanael Greene,Nathanael Greene
3069,James Lovell,Samuel Adams,Samuel Adams
3070,Samuel Huntington,Richard Howly,Richard Howly
3071, North Carolina Delegates,Richard Caswell,Richard Caswell
3072, Massachusetts Delegates,Jeremiah Powell,Jeremiah Powell
3073, New Hampshire Delegates,Meshech Weare,Meshech Weare
3074,Samuel Huntington,Thomas Jefferson,Thomas Jefferson
3075,Samuel Holten,Jeremiah Powell,Jeremiah Powell
3076,Philip Schuyler,Samuel Huntington,Samuel Huntington
3077,Philip Schujder,George Washington,George Washington
3078, Board of War,Thomas Sim Lee,Thomas Sim Lee
3079, Maryland Delegates,Thomas Sim Lee,Thomas Sim Lee
3080,Samuel Holten,Diary,Diary
3081,James Lovell,Samuel Adams,Samuel Adams
3082,Samuel Huntington, Chevalier de la Luzerne, Chevalier de la Luzerne
3083,John Collins,Nathanael Greene,Nathanael Greene
3084,Samuel Holten,Diary,Diary
3085,Samuel Huntington,Joseph Reed,Joseph Reed
3086,Philip Schuyler,unknown,unknown
3087,Nathaniel Peabody,Meshech Weare,Meshech Weare
3088,Philip Schuyler,George Washington,George Washington
3089,John Maws,Horatio Gates,Horatio Gates
3090,Samuel Livermore,Meshech Weare,Meshech Weare
3091, Massachusetts Delegates,Jeremiah Powell,Jeremiah Powell
3092, Massachusetts Delegates, Chevalier de la Luzerne, Chevalier de la Luzerne
3093,Ezra L'Hommedieu,George Clinton,George Clinton
3094,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3095,John Armstrong,Joseph Reed,Joseph Reed
3096,Nathaniel Peabody,Meshech Weare,Meshech Weare
3097,James Lovell,Samuel Adams,Samuel Adams
3098,Philip Schuyler,George Washington,George Washington
3099,John Maws,Benjamin Lincoln,Benjamin Lincoln
3100,Samuel Huntington, Several States, Several States
3101,James Madison jr.,James Madison sr.,James Madison sr.
3102, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3103, Massachusetts Delegates,Jeremiah Powell,Jeremiah Powell
3104,James Lovell,John Adams,John Adams
3105,James Lovell,Samuel Adams,Samuel Adams
3106,Samuel Livermore,Meshech Weare,Meshech Weare
3107, Rhode Island Delegates,William Greene,William Greene
3108, New York Delegates,George Clinton,George Clinton
3109,John Collins,Nathanael Greene,Nathanael Greene
3110,Philip Schuyler,Nathanael Greene,Nathanael Greene
3111,Philip Schuyler,George Washington,George Washington
3112,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3113, Connecticut Delegates,Jonathan Trumbull,Jonathan Trumbull
3114,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3115,Charles Thomson,Jonathan Trumbull,Jonathan Trumbull
3116,Thomas McKean,Richard Henry Lee,Richard Henry Lee
3117,Samuel Holten,Diary,Diary
3118,James Madison,Thomas Jefferson,Thomas Jefferson
3119,James Lovell,Samuel Adams,Samuel Adams
3120,Roger Sherman,Jonathan Trumbull,Jonathan Trumbull
3121,Abraham Qark,William Livingston,William Livingston
3122,John Dickinson,Arthur Lee,Arthur Lee
3123, Board of Admiralty, Commissioners of Navy Board of Eastern Department, Commissioners of Navy Board of Eastern Department
3124,Elbridge Gerry,Samuel Huntington,Samuel Huntington
3125,William Ellery,William Greene,William Greene
3126, New York Delegates,George Clinton,George Clinton
3127,Samuel Holten,Jeremiah Powell,Jeremiah Powell
3128,Philip Schuyler,George Washington,George Washington
3129,Philip Schuyler,Samuel Huntington,Samuel Huntington
3130,Philip Schuyler,Alexander Hamilton,Alexander Hamilton
3131,James Lovell,Samuel Adams,Samuel Adams
3132,James Lovell,Samuel Adams,Samuel Adams
3133,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3134,Oliver Ellsworth,Jeremiah Wadsworth,Jeremiah Wadsworth
3135,Thomas Burke,Cornelius Harnett,Cornelius Harnett
3136,James Lovell,Horatio Gates,Horatio Gates
3137,Elbridge Gerry,Samuel Huntington,Samuel Huntington
3138,Nathaniel Folsom,Josiah Bartlett,Josiah Bartlett
3139, Alassachusetts Delegates,Jeremiah Powell,Jeremiah Powell
3140,James Lovell,08ustin Alottin de La Balme,08ustin Alottin de La Balme
3141,Philip Schuyler,George Clinton,George Clinton
3142,William Ellery,William Greene,William Greene
3143, Massachusetts Delegates,Jeremiah Powell,Jeremiah Powell
3144,John Alaws,Horatio Gates,Horatio Gates
3145, Committee at Headquarters, Commissary-General of Issues, Commissary-General of Issues
3146, Committee at Headquarters, Quartermaster-General, Quartermaster-General
3147,Nathaniel Peabody,Meshech Weare,Meshech Weare
3148,Samuel Huntington,Thomas Jefferson,Thomas Jefferson
3149,John Alaws,Robert R. Livingston,Robert R. Livingston
3150, Rhode Island Delegates,William Greene,William Greene
3151,John Collins,Nathanael Greene,Nathanael Greene
3152,Samuel Holten,Diary,Diary
3153,James Lovell,Benjamin Franklin,Benjamin Franklin
3154,James Duane,George Washington,George Washington
3155,Elbridge Gerry,John Adams,John Adams
3156, Comm.ittee at Headquarters,Nathanael Greene,Nathanael Greene
3157,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3158,James Aladison,Thomas Jefferson,Thomas Jefferson
3159,Richard Henry Lee,William Shippen jr.,William Shippen jr.
3160,James Duane,George Washington,George Washington
3161,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3162, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3163,James Duane,Philip Schuyler,Philip Schuyler
3164,Elbridge Gerry,Nathaniel Peabody,Nathaniel Peabody
3165,William Churchill Houston,Philip Schuyler,Philip Schuyler
3166, Committee at Headquarters,Minute,Minute
3167, Committee at Headquarters,Minute,Minute
3168,Philip Schuyler,George Clinton,George Clinton
3169,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3170,Samuel Holten,Jeremiah Powell,Jeremiah Powell
3171,William Ellery,William Greene,William Greene
3172, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3173, Committee at Headquarters,Report,Report
3174, Committee at Headquarters,Report,Report
3175,Samuel Huntington,Benjamin Lincoln,Benjamin Lincoln
3176,Samuel Holten,Diary,Diary
3177,Robert R. Livingston,George Qinton,George Qinton
3178,Samuel Holten,Richard Bache,Richard Bache
3179,Nathaniel Folsom,Meshech Weare,Meshech Weare
3180,Elbridge Gerry,Samuel Huntington,Samuel Huntington
3181,Samuel Huntington,Thomas Sim Lee,Thomas Sim Lee
3182,Samuel Huntington, Several States, Several States
3183,Samuel Huntington,George Washington,George Washington
3184,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3185,Philip Schuyler,George Ginton,George Ginton
3186,Philip Schuyler,Samuel Huntington,Samuel Huntington
3187,Robert R. Livingston,Philip Schuyler,Philip Schuyler
3188, New York Delegates,George Qinton,George Qinton
3189,Oliver Ellsworth,Joseph Reed,Joseph Reed
3190,William Churchill Houston,William Livingston,William Livingston
3191,Samuel Holten,Jeremiah Powell,Jeremiah Powell
3192,Joseph Jones,George Washington,George Washington
3193,Samuel Huntington, Chevalier de la Luzerne, Chevalier de la Luzerne
3194, Committee at Headquarters, Several States, Several States
3195, Committee at Headquarters, Several States, Several States
3196,Robert R. Livingston,Philip Schuyler,Philip Schuyler
3197,James Duane,Philip Schuyler,Philip Schuyler
3198,William Churchill Houston,William Livingston,William Livingston
3199,Samuel Huntington, Marquis de Bouille, Marquis de Bouille
3200, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3201,Samuel Huntington,George Washington,George Washington
3202,Samuel Huntington, Several States, Several States
3203,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3204,Samuel Holten,Jeremiah Powell,Jeremiah Powell
3205,James Duane,George Washington,George Washington
3206,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3207,A Committee of Congress,Joseph Reed,Joseph Reed
3208, Committee at Headquarters,Jonathan Trumbull,Jonathan Trumbull
3209,Nathaniel Folsom,Meshech Weare,Meshech Weare
3210,James Lovell,Jeremiah Powell,Jeremiah Powell
3211,James Madison,Thomas Jefferson,Thomas Jefferson
3212, New York Delegates,George Clinton,George Clinton
3213, Committee at Headquarters, Several States, Several States
3214,Samuel Huntington,George Qinton,George Qinton
3215,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3216,Samuel Huntington,William Livingston,William Livingston
3217,Samuel Huntington,George Clinton,George Clinton
3218,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3219,Samuel Huntington,William Greene,William Greene
3220,Samuel Huntington,George Washington,George Washington
3221, New York Delegates,George Qinton,George Qinton
3222,Daniel of St. Thomas Jenifer,Thomas Sim Lee,Thomas Sim Lee
3223,William Churchill Houston,William Livingston,William Livingston
3224,Nathaniel Folsom,Nathaniel Peabody,Nathaniel Peabody
3225, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3226, Committee at Headquarters,Ephraim Blaine,Ephraim Blaine
3227,Samuel Huntington,George Washington,George Washington
3228,Nathaniel Folsom,Meshech Weare,Meshech Weare
3229,James Madison,Thomas Jefferson,Thomas Jefferson
3230,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3231,James Duane,Philip Schuyler,Philip Schuyler
3232,John Armstrong,Horatio Gates,Horatio Gates
3233,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3234,Cyrus Griffin,Thomas Jefferson,Thomas Jefferson
3235,Robert R. Livingston,Philip Schuyler,Philip Schuyler
3236,John Maws,Thomas Bee,Thomas Bee
3237,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3238,Elbridge Gerry,Robert Morris,Robert Morris
3239, Committee at Headquarters,Elbridge Gerry,Elbridge Gerry
3240, Committee at Headquarters, Eastern States, Eastern States
3241, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3242, Committee at Headquarters, State of New Hampshire, State of New Hampshire
3243, Committee at Headquarters, State of Virginia, State of Virginia
3244, Committee at Headquarters,Jonathan Trumbull,Jonathan Trumbull
3245, Committee at Headquarters,Joseph Reed,Joseph Reed
3246,Philip Schuyler,George Clinton,George Clinton
3247,Samuel Huntington,George Washington,George Washington
3248,Nathaniel Folsom,Meshech Weare,Meshech Weare
3249,Cyrus Griffin,Thomas Jefferson,Thomas Jefferson
3250,John Walker,Thomas Jefferson,Thomas Jefferson
3251,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3252,Nathaniel Peabody,Nathaniel Folsom,Nathaniel Folsom
3253,Thomas Burke,Anthony Wayne,Anthony Wayne
3254,John Armstrong,Horatio Gates,Horatio Gates
3255,Samuel Huntington,Thomas Jefferson,Thomas Jefferson
3256, Committee of Foreign Affairs,John Jay,John Jay
3257, New York Delegates,George Clinton,George Clinton
3258,A Committee of Congress, Committee at Headquarters, Committee at Headquarters
3259,Robert R. Livingston,Philip Schuyler,Philip Schuyler
3260,James Henry,George Washington,George Washington
3261, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3262,Philip Schuyler,Samuel Huntington,Samuel Huntington
3263,John Walker,Thomas Jefferson,Thomas Jefferson
3264,Samuel Huntington,Jonathan Trumbull,Jonathan Trumbull
3265,Philip Schuyler,George Washington,George Washington
3266,Ezekiel Cornell,William Greene,William Greene
3267,Samuel Huntington, Committee at Headquarters, Committee at Headquarters
3268,Joseph Jones,George Washington,George Washington
3269,Nathaniel Folsom,Meshech Weare,Meshech Weare
3270, Committee at Headquarters, States from New Hampshire to Virginia, States from New Hampshire to Virginia
3271, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3272,Charles Thomson, Several States, Several States
3273, Committee at Headquarters,Jonathan Trumbull,Jonathan Trumbull
3274,Samuel Huntington, Several States, Several States
3275,Samuel Huntington,Thomas Jefferson,Thomas Jefferson
3276,Samuel Huntington, States from New Hampshire, States from New Hampshire
3277,Samuel Huntington,Maryland,Maryland
3278,Robert R. Livingston,George Washington,George Washington
3279,Oliver Ellsworth,Jonathan Trumbull,Jonathan Trumbull
3280,James Madison,Thomas Jefferson,Thomas Jefferson
3281, Committee at Headquarters, States from New Hampshire to Virginia, States from New Hampshire to Virginia
3282, Committee at Headquarters,Samuel Huntington,Samuel Huntington
3283, Committee at Headquarters,George Washington,George Washington
3284,Nathaniel Peabody,Meshech Weare,Meshech Weare
3285,John Walker,George Weedon,George Weedon
3286,Ezekiel Cornell,William Greene,William Greene
3287,Nathaniel Folsom,Meshech Weare,Meshech Weare
3288,Philip Schuyler,John Maws,John Maws
3289,Philip Schuyler,Nathaniel Peabody,Nathaniel Peabody
3290, Committee at Headquarters,Daniel of St. Thomas Jenifer,Daniel of St. Thomas Jenifer
3291, Committee at Headquarters,Josia Beall,Josia Beall
3292,Robert R. Livingston,George Clinton,George Clinton
3293,Nathaniel Folsom,Meshech Weare,Meshech Weare
3294,Samuel Holten,Nathaniel Peabody,Nathaniel Peabody
3295,Joseph Jones,Thomas Jefferson,Thomas Jefferson
3296,Ezekiel Cornell,William Greene,William Greene
3297, Committee at Headquarters,George Washington,George Washington
3298,Samuel Huntington,Benjamin Harwood,Benjamin Harwood
3299,Samuel Holten,Diary,Diary
3300,Philip Schuyler,Samuel Huntington,Samuel Huntington
3301,Philip Schuyler,Samuel Huntington,Samuel Huntington
3302,Philip Schuyler,John Maws,John Maws
3303,Philip Schuyler,Nathaniel Peabody,Nathaniel Peabody
3304,Samuel Huntington,Thomas Sim Lee,Thomas Sim Lee
3305,John Armstrong,John Davis,John Davis
3306,Ezekiel Cornell,William Greene,William Greene
3307,Samuel Adams,John Adams,John Adams
3308,James Lovell,Charles W. F. Dumas,Charles W. F. Dumas
3309, Commitlee at Headquarters,Samuel Huntington,Samuel Huntington
3310, Committee at Headquarters, State of Delaware, State of Delaware
3311, Committee at Headquarters, State of Pennsylvania, State of Pennsylvania
